艺丰花园B区 孖岭站C出口 方正大三房 居住舒适,3室2厅,90.73平米,福田,470
城投青莲公寓 莲花山脚 34.87平1房1厅  4号线莲花北,1室1厅,34.87平米,福田,280
香诗美林花园 竹子林海景四房景观采光一级棒装修保养好,4室2厅,140.35平米,福田,1360
豪峰园 侨香学校 大四方户型方正 南北通透,4室2厅,158平米,福田,1800
供电大厦 福田CBD，大2房，业主诚心出售，空着卖,2室2厅,81.68平米,福田,385
花好园 经典两房   高层南向端头位户型 采光通风好,2室1厅,56.1平米,福田,490
苏豪名厦 一房一厅  地铁物业,2室1厅,65.62平米,南山,350
中海丽苑 花园小区 小高层正规两房 业主诚售,2室2厅,71.98平米,南山,595
赤湾生活小区 临山靠海安静生活小区 豪装 低总价首付183万,3室2厅,97平米,南山,550
时代骄子 地铁1号线和11号线，双地铁物业。诚心出售,1室1厅,48.58平米,南山,320
皇庭世纪花园 福田大花园社区户型方正安静东南向,3室2厅,105.84平米,福田,870
厚德品园 装修好住家安静四房，视野好看深大全景,3室2厅,75.72平米,南山,900
TT国际公寓 TT国 际带荔园外国语小学 交通位置好看房约诚意售,1室1厅,42.29平米,福田,330
新浩城花园二期 近地铁物业，4房2厅1厨2卫，看园林景观,4室2厅,149平米,南山,1300
鸿洲文鼎 南头片区 精装两房 配套成熟 一手业主换房降价急售,2室1厅,62.73平米,南山,450
硅谷别墅二期 南山科技园高档住宅小区，端头别墅，采光好，正南,5室4厅,359.3平米,南山,5500
阳光海景豪苑 精装修两房 近科技园 户型方正 通风采光好,2室2厅,56.95平米,南山,480
香珠花园 新出房源 1房1厅1厨1卫 看房方便有钥匙 ,1室1厅,57.24平米,福田,770
前海金岸大厦 正南向大两房中间楼层采光好诚心出售,2室2厅,70.75平米,南山,530
港城华庭 港城华庭      千亿河套开发,3室2厅,69.17平米,福田,480
香山美树苑 南北通4房3阳台双卫，住家精装，深高未锁定,3室2厅,107平米,福田,1380
南山豪庭 人车分流社区 花园中间 精装大两房  近科技园,2室2厅,81.02平米,南山,550
花好园 红本在手单房，可租5000元，,1室0厅,31.22平米,福田,240
首地容御 4房两厅一手业主红本在手,4室2厅,150.59平米,南山,1250
红树绿洲 高层景观小两房，小区安静，看房方便,2室2厅,59.07平米,福田,466
东海国际 香蜜湖公寓不需要买房名额24h金管家服务,2室2厅,140平米,福田,1350
莲花北村 业主急需资金周转、诚心出售此物业,3室2厅,75.13平米,福田,620
雷圳0755 精装修四房，出行方便，配套完善,3室2厅,118平米,南山,1200
鼎太风华三期 3室2厅0厨2卫 115.34m² 满五,3室2厅,115.34平米,南山,1300
学府花园 花园社区 红本税费少 不临街朝南安静 双地 铁口,3室2厅,93.8平米,南山,680
居雅苑 福外南校区 未占用 使用率高 地铁旁 安静住家,3室2厅,119.64平米,福田,760
泛海城市广场 花园社区精装两房，自带商业综合体，带燃气,1室1厅,39平米,南山,245
盛景国际 新出房源 单身公寓 业主诚心卖 看房方便,1室0厅,29.48平米,福田,200
深业上城 双地铁 精装 配套全齐 周边成熟 交通八达,5室2厅,358.78平米,福田,3600
福海苑 无税精装修一房，出行方便，配套完善,1室0厅,23.45平米,南山,172
香山里一期 满五，红本在手，户型方正拎包入住，看房方便,3室2厅,162.3平米,南山,1230
蔚蓝海岸三期 朝向好价格低看房方便,2室2厅,81.38平米,南山,950
廊桥国际 高楼层两房 看花园景观,2室2厅,84.23平米,福田,700
俊景豪园 房子装修保养好、买过来直接入住,2室2厅,81.86平米,福田,580
三湘海尚花园二期 高楼层全海景，装修很好之前自己在住诚心出手价格可以,3室2厅,172.6平米,南山,2760
金地国际公寓 商端位，厅出阳台，红本在手,3室2厅,88平米,南山,750
彩田村 莲花山彩田村大三房方正户型，近地铁安静位置,3室2厅,81平米,福田,690
南溪新苑 南溪新苑！可拎包入住！45平双阳台售310万！,1室1厅,46平米,福田,310
汇园雅居 汇园雅居科技园 户业主急售环境好走路上班,4室2厅,98平米,南山,750
水湾1979 高层海景房，业主诚心卖！,2室2厅,169.69平米,南山,1700
祥祺苑 精装172复式南北通透、带天台花园、看房方便,5室3厅,172.31平米,南山,999
花园城一期 蛇口自贸区育才学校精装两房有钥匙 看房方便,2室2厅,78.86平米,南山,698
御景东方花园 御景东方东南向视野好景观一流业主诚心卖房子,4室3厅,196平米,南山,2300
五洲星苑 福田高铁站旁  温馨一居室 配套成熟 诚心出售,1室0厅,40.82平米,福田,295
中信海阔天空 3室2厅1厨1卫 126.57m² 满五年,3室2厅,126.57平米,南山,1500
天安高尔夫花园二期 高尔夫全景精装三房诚意出售,3室2厅,127.24平米,福田,880
景新花园 莲花山脚下 温馨两房 业主两年前全新装修 拎包入住,2室2厅,77.96平米,福田,530
熙园 税少新装惜售送车位6房安静来电随时安排看房,4室2厅,197.56平米,福田,3300
五洲星苑 满五红本在手 精装可拎包入住送全家私电器,2室2厅,62.4平米,福田,500
云顶翠峰三期 万泽云顶翠峰天然氧吧三房两厅诚心出售,3室2厅,111.34平米,福田,840
招东小区 大三房 中间楼层 业主诚心出售 可谈,3室2厅,110.79平米,南山,760
丽湾国际公寓 丽湾商务公寓 门口地铁站公交站 前海自贸区核,2室1厅,46.54平米,南山,260
花里林居 2加1格局，可以做三房，大阳台,2室2厅,70.33平米,福田,610
锦文阁大厦 1房放售 ， 业主诚心出售,1室1厅,62平米,福田,400
凯德公园1号 不限购不限贷，总裁高端公寓，通燃气带阳台,3室2厅,193.04平米,南山,1560
绿景新苑一期 绿景新苑！87平三房售价560万！,3室2厅,86.12平米,福田,600
绿景新美域 业主诚心出售，四房两卫 税费少性价比高，看房方便,4室2厅,116平米,福田,1000
益田豪园居 3室2厅1厨2卫 120.23m²过二年,3室2厅,120.23平米,福田,800
泛海城市广场 前海自贸区精装修一房。业主诚心出售。看房随时方便,1室0厅,40平米,南山,250
五洲星苑 五洲星苑  通风采光好 看莲花山景观  业主诚售,1室0厅,40.82平米,福田,290
栖游家园 2室2厅1厨1卫 57.47m² 精致装修,2室2厅,57.47平米,南山,470
海晖大厦 楼下就是9号南油站    标准三房  满五年费用少,3室2厅,98.44平米,南山,520
江南名苑 江南名苑 131平  3房高层 价格835 ,3室2厅,131平米,福田,835
华彩花园 蛇口大平面五房 育才学校 诚心售,5室2厅,143.22平米,南山,900
梦想家园 2室2厅1厨1卫 63.61m² 满五 标准两房,2室2厅,63.66平米,南山,480
花果山小区 蛇口经典大社区，居住舒适,2室1厅,57.5平米,南山,600
金地香蜜山 高层无遮挡看香蜜公园全景业主诚心,3室2厅,134.49平米,福田,1300
锦绣花园二期 高楼层4加1房看海景装修保养好价格可谈,4室2厅,193平米,南山,1480
五洲星苑 福田高铁物业 南向 高楼层 一房 税费少,1室0厅,42平米,福田,315
御景华城 楼下地铁7号线光线好户型正自住精装,2室2厅,64.57平米,福田,430
田厦翡翠明珠花园 业主重金豪华装修   看房方便   急售 ,1室1厅,35.17平米,南山,220
彩虹新都 福田CBD一号线地铁物业,3室2厅,120.8平米,福田,510
华盛领寓 华盛领寓 精装三房，带福外本部，业主诚心出售,3室2厅,73.85平米,福田,880
安栢丽晶 大平面 户型方正 安静 近地铁站 业主诚心出售,6室2厅,309平米,福田,2400
东方银座公馆 2室1厅1厨1卫55.32m²精致装修，保养好,2室1厅,55.32平米,南山,360
彩虹新都 福田CBD精装三房出售 楼下1号线无缝接驳 ,3室2厅,120.8平米,福田,500
金港豪庭 福民地铁站金地社区大两房,3室2厅,91.75平米,福田,680
南方国际广场 双地铁，有学 位，看房有钥匙，满五年家庭一套住房,2室2厅,86.8平米,福田,610
花好园 高层看夜景 ,2室2厅,61.25平米,福田,490
通业花园 通业花园1室1厅出售，满五年楼层好配套完善安静,1室1厅,43.14平米,福田,276
阳光棕榈园一期 满五年精装修四房，出行方便，配套完善,4室2厅,109.76平米,南山,748
荔园新村 业主诚心出售格局方正满5年，红本无税,3室2厅,128平米,南山,800
城市3米6公寓 温馨精装带2房，满5年，红本，可免个税，双面采光,1室1厅,60平米,福田,315
光侨街 光侨街诚心卖南北通精装三房,3室2厅,78.24平米,南山,580
宣嘉华庭 3室2厅0厨2卫 85.13m² 满五年,3室2厅,85.13平米,福田,600
万象新园 南山区  地段好精装大两房  ,2室2厅,78.46平米,南山,590
绿景蓝湾半岛 蓝湾半岛 高端品质小区 深圳十大美丽家园 车位充足,3室2厅,104.3平米,福田,760
彩福大厦 福田区3室2厅95.5m² 中新区地铁边,3室2厅,95.5平米,福田,472
皇御苑四期 深港一号 实用两房 性价比高 红本 随时看房！,2室1厅,51.74平米,福田,375
锦绣花园一期 红本在手，一手业主，诚心出让，看房方便,3室2厅,117.04平米,南山,850
南新苑 南山地铁站 精装纯美温馨二房 户型保养好 无税,2室2厅,69.22平米,南山,465
皇庭彩园 双地铁线物业，高楼层两房，户型方正，双阳台,2室2厅,57.9平米,福田,405
嘉洲豪园三期 住家花园小区，户型实用，业主诚心出售,2室2厅,76.59平米,福田,480
泰美园 南北通透采光通风好闹中取静 楼层好无税 带车位,4室2厅,128平米,福田,1288
荔海楼 荔海楼，东南向安静舒适，环境优越，安静舒适,3室2厅,118平米,南山,1050
友邻公寓 真实房源，真实报价，诚心出售,2室1厅,46平米,南山,420
深圳湾公馆 精装大两房，地段好，配套齐。,3室2厅,87.85平米,南山,1500
荔雅居 花园社区 安静不吵南二外学府中学  业主诚售,3室2厅,92.11平米,南山,680
汉京山 大南山脚下复式三房，南北通透户型！楼下地铁站沃尔玛,4室2厅,89.38平米,南山,818
星海名城三期 看房子方便，价格可以谈，满五年、一套房,3室2厅,74.43平米,南山,760
荔枝苑 华侨城好位置，看房方便，业主很配合，诚信放卖。,2室2厅,73.07平米,南山,550
怡和楼 大金沙旧改，楼下上沙地铁站，厅出阳台采光好,3室2厅,45.02平米,福田,350
安峦公馆 4室2厅1厨2卫 127.0m² 精致装修,4室2厅,127平米,福田,1900
荔园大厦 业主已经买房，楼下就是南山地 铁口，带海滨实验学校,3室2厅,97平米,南山,540
花好园 高层南向一居室放卖  安静看花园  客厅带阳台,1室1厅,39.81平米,福田,340
后海花园 后海花园3室两厅1卫88平满五,3室2厅,87.96平米,南山,540
蓝天绿都 笔架山公园旁，安静小区看房方便。,3室2厅,78.87平米,福田,428
京基滨河时代广场 红本大一房  双阳台通燃气 随时看房 红本交易,1室1厅,62.26平米,福田,385
"新浩城花园一期 3室2厅1厨，精致装修,南北通透，安静，带明德学校",3室2厅,108.76平米,南山,950
景洲大厦 业主诚心出售，看莲花山景。,4室2厅,111.94平米,福田,680
后海花园 3室2厅1厨1卫 91.3m² 满五就一套,3室2厅,91.3平米,南山,585
景城府 花园社区，大三房880万，安静，荔园外国语，车位足,3室2厅,104.27平米,福田,880
嘉洲豪园三期 嘉洲豪园3期安静北向实用3房看房方便。,3室2厅,84.41平米,福田,530
豪方天际 精致实用三房 门口公园地铁 南山实验九年一贯制,3室2厅,74.44平米,南山,720
侨城豪苑二期 白石洲地铁，户型方正，厅出阳台,2室2厅,75.77平米,南山,520
嘉洲豪园二期 南向两房，卧室很大，带180°落地窗,2室2厅,76.89平米,福田,500
明月大厦 带石厦学校的双地铁物业 业主购买新房急售,3室1厅,90平米,福田,700
前海宜家 满五年、无个税、红本在手、精装一房、南海中学,1室0厅,30.3平米,南山,260
锦绣花园二期 楼层佳，270度华侨城景观，南看海景，西看锦绣中华,4室2厅,177.19平米,南山,1380
汇金家园 大两房 带园丁实验学校 中山公园地铁12号线 诚心,2室2厅,72平米,南山,520
阳光棕榈园二期 高档花园式社区 阳光棕榈园精装修4房、业主诚心出售,4室2厅,110平米,南山,819
星海名城六期 地铁1号线，高楼层采光通风好,4室2厅,142.81平米,南山,1030
龙泰轩 正南朝向 ，4室2厅1厨2卫 112.5m² ,4室2厅,112.5平米,南山,860
熙园 三房两厅高楼层景观看房方便拎包入住,3室2厅,156.7平米,福田,2800
皇庭世纪花园 诚信出售，看房方便，买来可以随时入住,2室2厅,57.47平米,福田,480
东方美地苑 南头低价格房 金楼层 总价格低 租金高  看房方便,1室0厅,23.08平米,南山,160
宝丰花园 业主置换大房 到价格即签,3室2厅,92平米,福田,450
熙园 安静南北通透5居、通风采光好、方正实用居家装修,5室2厅,220.69平米,福田,3600
金地名津 金地名津  精装2房   百亿河套开发,2室2厅,61平米,福田,310
锦绣花园三期 南向安静采光好看房方便诚心出售南北通透 ,4室2厅,192.32平米,南山,1800
景城府 三房两厅   业主诚心出售  看房方便,3室2厅,115平米,福田,1100
深业岭秀名苑 双地铁 精装 配套全齐 周边成熟 交通八达,3室1厅,74.5平米,福田,570
友邻公寓 满两年精装修两房，出行方便，配套完善,2室2厅,57.87平米,南山,530
锦绣花园三期 朝向好 安静 花园景观 买来即可入住 看房方便,5室2厅,170平米,南山,2000
愉康大厦 双地铁物业，大三房，高楼层，看房方便,3室2厅,102.7平米,南山,600
青春家园 3室2厅0厨0卫 90.23m² 满五年,3室2厅,90.36平米,南山,765
缔梦园 房子装修保养好、买过来直接入住,1室1厅,44平米,福田,300
嘉南美地 满两年精装修两房，出行方便，配套完善,2室2厅,77.14平米,南山,508
新一代国际公寓 蛇口沃尔玛旁南向高层两房。,2室1厅,42.43平米,南山,430
华润深圳湾悦府 4室2厅0厨2卫235.0m²精致装修,4室2厅,235平米,南山,5300
半岛城邦二期 高层豪装，全海景，保养好，原始格局可做5房,3室2厅,176.86平米,南山,1850
鼎太风华六期 大南山前海少有大社区精装三房，小区环境很好,3室2厅,89.84平米,南山,930
韵动领地 韵动家园 正规一室一厅 税费少 近体育公园 ,1室1厅,52平米,福田,310
龙塘小区 精装3房 南北通 红本在手 带荔园外国语,3室2厅,76.9平米,福田,660
栖游家园 栖游家园 东角头旁精装2房诚意出售,2室2厅,57.47平米,南山,460
锦林新居 90以上使用率 一步虹湾 农批，出门就是地铁,2室1厅,48.01平米,福田,295
西海明珠花园 高楼层朝南 户型通透采光好 高赠送 业主诚心急卖,3室2厅,107.84平米,南山,840
益田村 南北通4房，通风采光好户型方正,4室2厅,94平米,福田,690
金域蓝湾三期 户型方正 看无遮挡全海景 高层东南向 厅出大阳台,3室2厅,112.15平米,福田,980
新一代国际公寓 采光通透，装修现代年轻，利用率极高,2室1厅,37.86平米,南山,380
深业上城 双地铁 精装 配套全齐 周边成熟 交通八达,1室1厅,262平米,福田,2750
金色家园 精装三房两厅  看小区景观   2号和9号线,3室2厅,86.86平米,福田,750
泛海拉菲花园二期 前海自贸区 精 致大两房 可做标准三房两厅,2室2厅,89平米,南山,870
京基滨河时代广场 好房推荐！！中层西南看海一房，全家私保养好，诚售！,1室1厅,43.04平米,福田,350
星海名城六期 近自贸区的 大四房 近大新地铁 看房方便,5室2厅,164平米,南山,1450
嘉葆润金座 有露台，复式双倍使用面积，看香港山景观，生活便利,5室2厅,84.69平米,福田,938
特皓山庄 双地铁 安静，楼梯房使用面积大，一梯两户。,3室1厅,81.76平米,福田,410
伟柏花园 万科物业 装修保养好 客厅出阳台 户型方正实用,3室2厅,83.23平米,福田,510
南水小区  精致装修 1室诚心放卖,1室0厅,32.53平米,南山,230
阳光里雅居 2室2厅0厨1卫 45.0m² 精致装修,2室2厅,45平米,南山,490
广博星海华庭 116平四房 高层东南向 近地铁 育才,3室2厅,116.08平米,南山,1120
银海苑 银海苑，精装修二房，户户朝南，业主诚心放卖！！,2室2厅,68.07平米,福田,445
鹏都大厦 鹏都大厦精装两房，业主诚心出售，看房方便,3室2厅,113.7平米,南山,700
科苑花园36区 科技园大型花园社区文化部空出,4室2厅,128.8平米,南山,1130
泛海城市广场 花园社区精装两房，自带商业综合体，带燃气,2室2厅,60平米,南山,385
桃苑单身公寓 满五年红本在手 精装修一房，出行方便，配套完善,1室0厅,23.13平米,南山,128
海晖大厦 3室2厅1厨2卫 95.87m² 精致装修,3室2厅,95.87平米,南山,550
椰风海岸 前海自贸区一路之隔  近地铁站 客厅出阳台 诚心卖,3室2厅,98.6平米,南山,880
御景华城 正南三房两卫 卧室阳台全朝南 高层看花园观外景 ,3室1厅,80.54平米,福田,510
香山美墅云邸 毛坯三房，出行方便，配套完善,5室2厅,187.16平米,南山,2350
绅宝花园 双地铁 电梯 精装 配套全齐 看房方便,3室2厅,106.56平米,福田,700
润丰园 润丰园高层大三房出售有钥匙看房方便，仅售650万,3室2厅,115.57平米,福田,650
汇宾广场一期 地铁物业 精装大三房 满两年 税费少 业主诚心卖,3室2厅,99.29平米,南山,590
鼎太风华五期 2室2厅1厨1卫86.1m²精致装修,2室2厅,86.16平米,南山,860
东方新地苑 中山公园物业、满五年、无个税、精装修、标准五房一厅,1室1厅,45平米,南山,290
景田南住宅小区 新政减税棚改小区高品质楼梯 花园大社区娱乐设施齐全,2室2厅,89.18平米,福田,500
世纪村日月府四期 东南向精装4房，高楼层，客厅出阳台，看海景，湖景！,4室2厅,186.5平米,南山,1900
创世纪滨海花园 满五年精装修三房，出行方便，配套完善,2室2厅,91.01平米,南山,790
香山里二期 高层， 彩光通风对流 5房两厅3卫 随时看房,5室2厅,174.53平米,南山,1400
金色家园 大三房两厅 南向  福田科技中学及景秀小学,3室2厅,108平米,福田,850
泛海拉菲花园 南山超低密度的高档住宅小区 家门口就是学校地铁站,3室2厅,75.67平米,南山,688
海典居 居家2房户型 业主诚心出售 南二外学府中学,2室2厅,73.13平米,南山,495
翠海花园二期 很高楼层，景观无法遮挡，业主价格好商量,4室2厅,184.45平米,福田,2180
翰岭院 配套全齐 看房、停车方便  周边成熟 交通八达,3室2厅,87平米,福田,610
金港豪庭 大两房诚心出售,2室1厅,79.79平米,福田,548
前海枫叶大厦 不限购不限贷，精装复式，近双地铁,3室2厅,62.32平米,前海枫叶大厦,490
桃花园(南山) 再卖  装修非常好  拎包入住  大户型,2室2厅,80.51平米,南山,610
水榭花都二期 香蜜湖 精装4房 高层一线湖景 通风采光佳,4室2厅,203平米,福田,3800
好景豪园 大3房精装户型方正使用 满五年 低于市价 看房方便,3室2厅,119.14平米,福田,600
宣嘉华庭 安静花园社区 高层大三房 看房方便,3室2厅,100.21平米,福田,680
星海名城三期 星海名城两房出售，大型社区，配套齐全,2室2厅,76.76平米,南山,595
御景东方花园 119平米3房朝向好装修好红本在手诚心卖,3室2厅,119平米,南山,1250
中旅广场 南北通透两房 东南朝向 看房方便,2室2厅,80.1平米,南山,600
枫丹雅苑 154平4房 高区安静东南向 侨香实验门槛价 诚售,4室2厅,155平米,福田,1150
中旅广场 华侨城高层大三房 楼下沃尔玛 旁边生态广,3室2厅,121.45平米,南山,930
名家富居 花园社区 高楼层两房 带麒麟实验中小学 满五惟一,2室2厅,75平米,南山,770
莲花北村 公务员社区 临莲花山 大社区 住家舒适,3室2厅,67.8平米,福田,550
云海天城世家 标准两房出售 ，房子保养的很好  诚心出售,2室2厅,75.92平米,南山,610
百富大厦 来福士旁边 地 铁口物业 实用两房  业主诚心卖,2室2厅,70.25平米,南山,506
梅林一村 十三区东北向住家四房诚意出售,4室2厅,97.03平米,福田,650
心语家园 满五年精装修两房，出行方便，配套完善,2室2厅,61.62平米,南山,498
金海燕花园 明德实验学校，四房结构，高使用率，看房方便,4室2厅,127平米,南山,980
皇城广场 2室1厅1厨1卫 60.0m² 普通装修,2室1厅,60.38平米,福田,340
海晖大厦 海晖大夏 精装修 双地铁啦 中楼层 通风采光好 ,3室2厅,95.87平米,南山,550
天健花园 户型方正，大三房，诚售,3室2厅,115.32平米,福田,1180
旺海怡苑 精装一房一厅 近欢乐颂 南山文体  红本在手 诚售,1室1厅,44.25平米,南山,285
嘉洲豪园一期 一楼复式5房，业主自住，装修保养好，看房方便 ,6室2厅,264.18平米,福田,1980
万托家园 带荔园外国语，福田刚需上车盘，业主换房急售,1室1厅,41.35平米,福田,275
金海湾花园 金地物业，安全质量更高。全采光三室两厅。业主有心卖,3室2厅,106平米,福田,750
香雅园 房源点评 填写 3 项房评,2室2厅,64.08平米,福田,870
国都高尔夫花园一期 福田CBD区 600万 3房 安静 看房便,3室2厅,93.6平米,福田,608
东景花园 三房看莲花山、户型方方正正、视野开阔、采光佳,3室2厅,103平米,福田,598
海康大厦 采光好，位于上梅林梅林路天虹商场楼上，毗邻4号线,1室0厅,33平米,福田,215
天悦园 学府中小学，诚心出售。,4室2厅,145平米,南山,1150
里奥de花园 花园中间、南向住家2房、精致装修、直接入住,2室2厅,68.02平米,福田,435
百丽湾花园 南北通透 一线海景视野 ,2室2厅,89平米,南山,1500
观峰阁  实验學位大2房 临前海世贸金融 5号线荔湾站,2室2厅,68平米,南山,500
半岛城邦一期 精装实用2房2厅满2年红本在手税少,2室2厅,86.39平米,南山,900
港丽豪园 精装三房  诚心出售,3室2厅,105.34平米,福田,850
海景花园 海景花园海景房南北通透精装修保养好,2室2厅,93平米,南山,700
天安高尔夫花园二期 俯视高尔夫全景，小区环境优美，户型方正。大三房。,3室2厅,100平米,福田,1500
中熙君南山 中熙君南山 139平平层大4房 精装修 带实验学校,4室2厅,139.18平米,南山,1500
梅林苑 业主诚售小区好安静居家,3室2厅,74.27平米,福田,430
天御香山花园 高层看海景 南北通透安静 通风采光好 业主急卖,4室2厅,179.04平米,福田,2685
绿海名都 满五年精装修四房，出行方便，配套完善,4室2厅,127.82平米,南山,1000
中旅国际公馆一期 香蜜湖高端小高层丶采光极好丶通透丶高 级丶宜家宜投,4室2厅,178.9平米,福田,2900
阳光棕榈园三期 前海自贸区两房两厅成熟小区物管 户型方正 。,2室2厅,76.21平米,南山,630
阳光棕榈园三期 精装修三房，出行方便，配套完善,3室2厅,116.35平米,南山,872
皇庭世纪花园 福田CBD 大型居家社区 南向三房,3室2厅,103.26平米,福田,800
韵动领地 大一房一厅出售！南向带阳台采光好，安静，生活便利！,1室1厅,56.15平米,福田,310
天朗风清家园 户型方正满五年红本在手交通方便,2室2厅,69.36平米,南山,590
御景华城 方正2房诚意出售。,2室2厅,62.15平米,福田,420
红树西岸 湾区豪宅 近di铁口 东南向 户型通透 居家舒适,3室2厅,145平米,南山,2150
骏皇名居 带福外中小学，小区新，新加坡式园林，南北通双阳台。,3室2厅,108平米,福田,950
深华园 11号线南山站  精装  厅出阳台 南海实验中学,1室1厅,33.81平米,南山,210
东组团 户型很好楼层好 位置很好 看房方便 业主急卖,3室2厅,89.44平米,南山,630
君临天下 毗邻购物公园，君临天下精装大一房，高层看高尔夫景观,1室2厅,76.51平米,福田,600
公园道大厦 9和12号线地铁 朝南 户型方正 带来福士广场,1室0厅,44.84平米,公园道大厦 (公园道),305
美庐锦园 南北通透、高层、客厅出阳台、很安静、采光足、急售,3室0厅,115平米,南山,1100
龙城花园大厦 精装三房 高楼层 户型方正 业主诚售,2室2厅,72.74平米,南山,508
高发城驰苑  正南向采光充足 中楼层 看皇岗公园,2室0厅,55.17平米,福田,440
深圳湾畔花园 朝南向海景 景观视野好，业主诚心卖。,3室2厅,117.05平米,南山,910
天安高尔夫花园三期 福田车公庙大型花园，高尔夫景观，红本满五典藏出售！,4室2厅,230.6平米,福田,2300
建业大厦 新出房源 2房 业主诚心卖 看房预约,2室2厅,87.16平米,福田,750
云海天城世家 全新装修 很通风 打通生活阳台增加套内面积,3室2厅,99平米,南山,760
通业花园 花园社区 精装修保养好 生活交通便利,2室2厅,66平米,福田,435
瑞达苑 自住豪装3房，满5年且免个税,3室2厅,96.34平米,福田,590
京基滨河时代广场 户型方正，3室2厅豪华装修,3室2厅,115.88平米,福田,1100
友邻公寓 南二外分部小户型，精装修诚心出售,1室1厅,30.56平米,南山,315
雷圳0755 2室2厅0厨0卫80.84m²满五,3室2厅,80.84平米,南山,710
西海明珠花园 深大对面，标准两房户型，安静看花园，业主诚心卖,2室2厅,63.47平米,南山,590
假日湾 户型方正，业主诚心卖，税费少，装修很不错,2室2厅,78.91平米,南山,679
合正香蜜原著 合正香蜜原著豪装四房，高层景观无遮挡，业主诚心出售,4室2厅,128.44平米,福田,1950
星海名城一期 满两年 红本在手 户型方正 看房有钥匙,3室2厅,100.42平米,南山,730
